company,drug_name,submission_type,submission_number,submission_status,submission_status_date,submission_class_code
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,34,AP,20130102,LABELING
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,40,AP,20200420,LABELING
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,18,AP,20000707,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,24,AP,20030813,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,16,AP,20000315,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,22,AP,20001207,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,8,AP,19950216,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,14,AP,19990920,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,20,AP,20001207,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,6,AP,19940331,LABELING
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,12,AP,19990920,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,4,AP,19930611,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,10,AP,19970618,MANUF (CMC)
ZYDUS,MINOCYCLINE HYDROCHLORIDE,SUPPL,2,AP,19931102,MANUF (CMC)
TEVA PARENTERAL,IDARUBICIN HYDROCHLORIDE,ORIG,1,AP,20020501,
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,28,AP,20240822,LABELING
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,24,AP,20210706,LABELING
SANDOZ,AMPICILLIN AND SULBACTAM,ORIG,1,AP,20060725,
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,19,AP,20200429,LABELING
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,15,AP,20150212,LABELING
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,2,AP,20071031,MANUF (CMC)
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,21,AP,20200429,LABELING
SANDOZ,AMPICILLIN AND SULBACTAM,SUPPL,13,AP,20150212,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,37,AP,19810119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,51,AP,19891219,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,29,AP,19790314,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,35,AP,19810603,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,41,AP,19811120,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,33,AP,19791023,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,25,AP,19770511,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,31,AP,19781128,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,23,AP,19770604,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,21,AP,19761012,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,58,AP,20000926,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,64,AP,20121119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,56,AP,19950302,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,48,AP,19890210,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,54,AP,19920424,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,46,AP,19840829,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,38,AP,19810119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,52,AP,19900213,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,44,AP,19830623,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,36,AP,19810119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,28,AP,19780630,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,42,AP,19821119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,34,AP,19800219,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,26,AP,19780109,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,40,AP,19811116,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,32,AP,19790813,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,24,AP,19770511,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,30,AP,19790228,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,20,AP,19760107,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,57,AP,19960722,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,49,AP,19891219,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,63,AP,20121116,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,ORIG,1,AP,19640527,TYPE 3
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,55,AP,19921113,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,47,AP,19850724,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,39,AP,19810119,MANUF (CMC)
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,53,AP,19950306,LABELING
MEDIMETRIKS PHARMS,SYNALAR,SUPPL,45,AP,19830907,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,48,AP,19811030,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,62,AP,19920501,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,54,AP,19830513,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,46,AP,19820223,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,38,AP,19790918,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,52,AP,19850103,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,44,AP,19810127,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,36,AP,19780119,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,28,AP,19770214,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,34,AP,19780119,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,26,AP,19770412,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,40,AP,19810202,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,79,AP,20200820,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,18,AP,19760623,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,32,AP,19780222,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,24,AP,19760521,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,77,AP,20100223,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,16,AP,19750227,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,30,AP,19780222,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,69,AP,20010223,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,14,AP,19760127,REMS
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,67,AP,19980831,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,ORIG,1,AP,19651202,TYPE 4
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,59,AP,19880223,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,65,AP,19940520,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,57,AP,19860729,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,49,AP,19820825,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,55,AP,19940303,EFFICACY
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,47,AP,19880426,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,61,AP,19911202,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,39,AP,19790918,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,8,AP,19760623,REMS
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,45,AP,19800714,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,37,AP,19790918,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,51,AP,19821008,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,29,AP,19770614,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,43,AP,19800114,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,35,AP,19780119,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,27,AP,19770214,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,41,AP,19791206,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,19,AP,19750612,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,33,AP,19780222,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,25,AP,19761103,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,78,AP,20110315,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,17,AP,19750227,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,31,AP,19780222,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,23,AP,19760521,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,68,AP,19990316,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,21,AP,19760127,MANUF (CMC)
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,74,AP,20070518,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,66,AP,19941201,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,64,AP,19940303,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,56,AP,19850307,LABELING
GLAXOSMITHKLINE LLC,DYAZIDE,SUPPL,70,AP,20001220,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,4,AP,19920908,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,2,AP,19920210,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,ORIG,1,AP,19890126,
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,7,AP,19980805,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,5,AP,19940511,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,3,AP,19920406,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,1,AP,19911212,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,8,AP,20000707,MANUF (CMC)
APOTEX,KETOROLAC TROMETHAMINE,ORIG,1,AP,20091105,
APOTEX,KETOROLAC TROMETHAMINE,SUPPL,5,AP,20151211,LABELING
APOTEX,KETOROLAC TROMETHAMINE,SUPPL,1,AP,20130328,MANUF (CMC)
APOTEX,KETOROLAC TROMETHAMINE,SUPPL,12,AP,20180905,MANUF (CMC)
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,7,AP,20250505,MANUF (CMC)
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,3,AP,20170104,LABELING
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,1,AP,20140911,LABELING
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,ORIG,1,AP,20020627,
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,6,AP,20210920,LABELING
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,4,AP,20210831,LABELING
SCIEGEN PHARMS INC,FLUOXETINE HYDROCHLORIDE,SUPPL,2,AP,20161227,LABELING
GLAXOSMITHKLINE,LORATADINE,ORIG,1,AP,20030210,
GLAXOSMITHKLINE,LORATADINE,SUPPL,2,AP,20080125,LABELING
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,ORIG,1,AP,19890315,
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,9,AP,20010906,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,7,AP,19940628,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,5,AP,19950511,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,1,AP,19920122,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,8,AP,19981006,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,6,AP,19940728,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,4,AP,19910117,LABELING
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,2,AP,19920122,MANUF (CMC)
DAVA PHARMS INC,PRAZOSIN HYDROCHLORIDE,SUPPL,10,AP,20010906,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,10,AP,19971210,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,9,AP,19970513,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,7,AP,19970314,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,3,AP,19950216,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,1,AP,19940715,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,11,AP,19980714,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,8,AP,19980317,LABELING
TEVA,KETOPROFEN,SUPPL,6,AP,19970314,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,2,AP,19940906,MANUF (CMC)
TEVA,KETOPROFEN,ORIG,1,AP,19921222,
TEVA,KETOPROFEN,SUPPL,12,AP,19990326,MANUF (CMC)
HOSPIRA,LORAZEPAM,SUPPL,19,AP,20200422,LABELING
HOSPIRA,LORAZEPAM,SUPPL,23,AP,20220429,LABELING
HOSPIRA,LORAZEPAM,SUPPL,26,AP,20240809,LABELING
HOSPIRA,LORAZEPAM,SUPPL,4,AP,19981209,LABELING
HOSPIRA,LORAZEPAM,SUPPL,18,AP,20200422,LABELING
HOSPIRA,LORAZEPAM,SUPPL,2,AP,19981209,MANUF (CMC)
HOSPIRA,LORAZEPAM,ORIG,1,AP,19940527,
HOSPIRA,LORAZEPAM,SUPPL,7,AP,20070430,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,16,AP,20001005,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,14,AP,20000807,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,ORIG,1,AP,19960323,
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,12,AP,19980518,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,10,AP,19970919,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,39,AP,20190924,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,8,AP,19970919,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,37,AP,20151015,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,6,AP,19970221,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,4,AP,19970221,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,19,AP,20020725,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,2,AP,19961115,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,33,AP,20100731,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,25,AP,20080321,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,17,AP,20010330,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,15,AP,20001005,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,13,AP,20001005,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,11,AP,19970919,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,9,AP,19970919,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,7,AP,19970919,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,36,AP,20151015,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,5,AP,19970221,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,42,AP,20200518,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,3,AP,19970221,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,40,AP,20190924,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,1,AP,19970221,MANUF (CMC)
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,18,AP,20020208,LABELING
RISING,VERAPAMIL HYDROCHLORIDE,SUPPL,32,AP,20100315,LABELING
MYLAN,DILTIAZEM HYDROCHLORIDE,SUPPL,1,AP,20001127,LABELING
MYLAN,DILTIAZEM HYDROCHLORIDE,SUPPL,19,AP,20240912,LABELING
MYLAN,DILTIAZEM HYDROCHLORIDE,SUPPL,2,AP,20021011,MANUF (CMC)
MYLAN,DILTIAZEM HYDROCHLORIDE,SUPPL,28,AP,20250506,LABELING
MYLAN,DILTIAZEM HYDROCHLORIDE,ORIG,1,AP,19970502,
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,3,AP,20021004,MANUF (CMC)
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,1,AP,20021004,MANUF (CMC)
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,6,AP,20021004,LABELING
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,4,AP,20021004,LABELING
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,ORIG,1,AP,20000106,
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,2,AP,20021004,MANUF (CMC)
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,46,AP,20200608,LABELING
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,44,AP,20200608,LABELING
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,20,AP,20071023,LABELING
L PERRIGO CO,LOPERAMIDE HYDROCHLORIDE,SUPPL,5,AP,20021004,MANUF (CMC)
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,SUPPL,8,AP,20130219,LABELING
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,SUPPL,12,AP,20170925,LABELING
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,SUPPL,9,AP,20130510,LABELING
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,SUPPL,15,AP,20230412,LABELING
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,ORIG,1,AP,20090320,
MYLAN SPECIALITY LP,LEVALBUTEROL HYDROCHLORIDE,SUPPL,11,AP,20170925,LABELING
NAVINTA LLC,ROPIVACAINE HYDROCHLORIDE,ORIG,1,AP,20140717,
ZYDUS PHARMS USA INC,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,SUPPL,3,AP,20170405,LABELING
ZYDUS PHARMS USA INC,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,SUPPL,1,AP,20150602,LABELING
ZYDUS PHARMS USA INC,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ORIG,1,AP,20110131,
ZYDUS PHARMS USA INC,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,SUPPL,2,AP,20150602,LABELING
CHARTWELL INJECTABLE,DOXAPRAM HYDROCHLORIDE,SUPPL,2,AP,20070529,LABELING
CHARTWELL INJECTABLE,DOXAPRAM HYDROCHLORIDE,ORIG,1,AP,20030110,
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,9,AP,20210903,LABELING
DR REDDYS LABS LTD,OLANZAPINE,ORIG,1,AP,20111024,
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,7,AP,20210903,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,5,AP,20210903,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,15,AP,20230210,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,3,AP,20141212,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,1,AP,20130318,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,8,AP,20210903,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,6,AP,20210903,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,4,AP,20210503,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,2,AP,20141212,LABELING
DR REDDYS LABS LTD,OLANZAPINE,SUPPL,10,AP,20210903,MANUF (CMC)
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,12,AP,20150422,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,10,AP,20121108,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,ORIG,1,AP,20060203,
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,17,AP,20180730,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,15,AP,20151019,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,11,AP,20121108,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,8,AP,20100129,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,4,AP,20090723,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,18,AP,20190519,LABELING
AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,SUPPL,14,AP,20150422,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,16,AP,19940520,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,30,AP,20090709,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,22,AP,19971008,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,8,AP,19880427,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,14,AP,19930121,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,20,AP,19960329,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,6,AP,19871020,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,12,AP,19920806,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,4,AP,19860701,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,10,AP,19930326,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,2,AP,19850327,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,35,AP,20130816,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,27,AP,20090305,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,19,AP,19961122,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,17,AP,19940811,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,23,AP,19991229,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,9,AP,19880427,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,15,AP,19930727,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,21,AP,19970220,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,7,AP,19870827,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,13,AP,19930326,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,5,AP,19871020,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,ORIG,1,AP,19840501,TYPE 5
SANOFI AVENTIS US,DIABETA,SUPPL,11,AP,19920619,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,3,AP,19850104,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,1,AP,19850327,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,38,AP,20170111,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,36,AP,20140825,MANUF (CMC)
SANOFI AVENTIS US,DIABETA,SUPPL,28,AP,20090305,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,34,AP,20131015,LABELING
SANOFI AVENTIS US,DIABETA,SUPPL,18,AP,19950201,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,103,AP,19960614,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,79,AP,19910710,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,93,AP,19940608,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,18,AP,19830406,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,85,AP,19940607,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,101,AP,19960614,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,77,AP,19840511,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,91,AP,19930405,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,83,AP,19920922,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,75,AP,19830118,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,81,AP,19901107,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,20,AP,19830406,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,73,AP,19820702,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,128,AP,20140304,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,65,AP,19810630,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,71,AP,19850205,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,126,AP,20130718,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,118,AP,20000926,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,124,AP,20091019,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,61,AP,19810325,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,116,AP,20000818,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,130,AP,20211101,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,98,AP,19941219,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,106,AP,19950518,MANUF (CMC)
PFIZER,AZULFIDINE EN-TABS,SUPPL,120,AP,20020730,LABELING
PFIZER,AZULFIDINE EN-TABS,SUPPL,96,AP,19931103,LABELING
